,_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year,label
6883,6883,journals/sigmod/KappelR98,LnNHfHLFsEcJ,the trigs active object-oriented database system - an overview,"g kappel, w retschitzegger",1998,the trigs active object-oriented database system-an overview.,acms anthology,1998,0
6895,6895,journals/sigmod/Kemper02,31XuRNIm2TMJ,databases and transaction processing: an application-oriented approach - book review,a kemper,2002,"0. moerkotte,â??access support in object basesâ??",a kemper,0,0
6904,6904,journals/sigmod/Kim94,FVPFM7RKdG0J,observations on the odmg-93 proposal,w kim,1994,special issue {directions for future database research and development,w kim,0,0
6905,6905,journals/sigmod/Kim94,GzJII5F7OzAJ,observations on the odmg-93 proposal,w kim,1994,unisql/x unified relational and object-oriented database system,w kim,1994,0
6908,6908,journals/sigmod/Kim94,Tlv-A9lX8owJ,observations on the odmg-93 proposal,w kim,1994,"alli., e.: composite objects revisited",w kim,0,0
6914,6914,journals/sigmod/Kim94,url:http://portal.acm.org/citation.cfm%3Fid%3D357775%26dl%3DGUIDE%26dl%3DACM%26type%3Dissue%26idx%3DJ777%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520Transactions%2520on%2520Database%2520Systems%2520(TODS)%26CFID%3D11111111%26CFTOKEN%3D2222222,observations on the odmg-93 proposal,w kim,1994,source acm transactions on database systems (tods) archive,w kim,1993,0
6919,6919,journals/sigmod/Kim99,Cnzg5SgaiyMJ,"message from editor-in-chief, acm transactions on database systems",w kim,1999,on optimization a sql-like nested query,w kim,0,0
6923,6923,journals/sigmod/Kim99,RETGb_jFnQIJ,"message from editor-in-chief, acm transactions on database systems",w kim,1999,on optimizing an sql-like nested query,w kim,1982,0
6928,6928,journals/sigmod/Kim99,url:http://portal.acm.org/citation.cfm%3Fid%3D202106.569784%26coll%3Dportal%26dl%3DACM%26idx%3DJ777%26part%3Dtransaction%26WantType%3Dtransaction%26title%3DACM%2520Transactions%2520on%2520Database%2520Systems%2520(TODS)%26CFID%3D11111111%26CFTOKEN%3D2222222,"message from editor-in-chief, acm transactions on database systems",w kim,1999,editorial: charter and scope,w kim,1995,0
6951,6951,journals/sigmod/Konig-RiesMMPPRSVW02,FIxl60DSBqgJ,report on the nsf workshop on building an infrastructure for mobile and wireless systems,,2002,"p. veijalainen, j. and volfson, o. reports: on building an infrastructure for mobile and wireless  ","b konig-ries, k makki, s makki, c perkins, n  ",0,1
6980,6980,journals/sigmod/KuokFW98,qyXhN3CrVQ8J,mining fuzzy association rules in databases,"c kuok, a fu, m wong",1998,mining fuzzy association rules in databases.,acms anthology,1998,1
6986,6986,journals/sigmod/LabrinidisR00,3Ozte0ucNJAJ,generating dynamic content at database-backed web servers: cgi-bin vs. mod_perl,"a labrinidis, n roussopoulos",2000,update propagation strategies for improving the quality of data on the web,"a labrinidis, n roussopoulos",2001,0
6992,6992,journals/sigmod/LabrinidisR00,rKbwxobcJZYJ,generating dynamic content at database-backed web servers: cgi-bin vs. mod_perl,"a labrinidis, n roussopoulos",2000,exploring the tradeoff between performance and data freshness in database-driven web servers,"a labrinidis, n roussopoulos",2004,0
6998,6998,journals/sigmod/LacroixB03,url:http://portal.acm.org/citation.cfm%3Fid%3D344816.344820%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,report on the first international workshop an efficient web-based information systems,,2003,report on ngits'99: the fourth international workshop on next generation information technologies  ,o etzion,1999,0
7008,7008,journals/sigmod/LaenderRST02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D565137%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,a brief survey of web data extraction tools,"a laender, b ribeiro-neto, a silva, j teixeira",2002,a brief survey of web data extraction tools,"as da silva, js teixeira",2002,1
7019,7019,journals/sigmod/LenzVJS03,6MY_fFzgHtgJ,report on the 5th international workshop on the design and management of data warehouses (dmdw'03),,2003,"report on the first international conference on ontologies, databases and applications of semantics  ",k aberer,2003,0
7020,7020,journals/sigmod/LenzVJS03,8Dj_i69XP60J,report on the 5th international workshop on the design and management of data warehouses (dmdw'03),,2003,workshop report: the first international workshop on active and real-time database systems,"m berndtsson, j hansson",0,0
7064,7064,journals/sigmod/Liu01,TUOBVMb4PBsJ,editor's notes,,2001,editor's notes,dw leslie,0,0
7069,7069,journals/sigmod/Liu01,p0QHT_9_NSkJ,editor's notes,,2001,editor's notes,"dj rog, d fournier",0,0
7084,7084,journals/sigmod/Liu01a,skOc65LTInYJ,editor's notes,l liu,2001,editor's notes,r diem,0,0
7089,7089,journals/sigmod/Liu01a,xgdBJbatYcIJ,editor's notes,l liu,2001,editor's notes,wmk trochim,0,0
7095,7095,journals/sigmod/Liu01b,ntqMqfgRXM4J,editor's notes,l liu,2001,editor's notes,r goldstein,1996,0
7108,7108,journals/sigmod/Liu02,dO8czlfdENQJ,editor's notes,l liu,2002,editor's notes,rh silkman,0,0
7111,7111,journals/sigmod/Liu02,q5iyVZK8cE0J,editor's notes,l liu,2002,shih and yu.&quot; algorithms for scheduling imprecise computations,l liu,0,0
7113,7113,journals/sigmod/Liu02,url:http://doi.wiley.com/10.1002/ev.1658,editor's notes,l liu,2002,editor's notes,l sechrest,1993,0
7115,7115,journals/sigmod/Liu02,url:http://www.roc.noaa.gov/news/vol1is4.pdf,editor's notes,l liu,2002,editor's notes,nl smith,1981,0
7133,7133,journals/sigmod/Liu02b,TUOBVMb4PBsJ,editor's notes,l liu,2002,editor's notes,dw leslie,0,0
7138,7138,journals/sigmod/Liu02b,p0QHT_9_NSkJ,editor's notes,l liu,2002,editor's notes,"dj rog, d fournier",0,0
7141,7141,journals/sigmod/Liu02b,url:http://doi.wiley.com/10.1002/ev.1658,editor's notes,l liu,2002,editor's notes,l sechrest,1993,0
7152,7152,journals/sigmod/Liu02c,p0QHT_9_NSkJ,editor's notes,l liu,2002,editor's notes,"dj rog, d fournier",0,0
7159,7159,journals/sigmod/Liu02c,xgdBJbatYcIJ,editor's notes,l liu,2002,editor's notes,wmk trochim,0,0
7191,7191,journals/sigmod/Liu03b,_cil6uzFNtsJ,editor's notes,l liu,2003,editor's notes,sb merriam,0,0
7205,7205,journals/sigmod/Liu03c,_cil6uzFNtsJ,editor's notes,l liu,2003,editor's notes,sb merriam,0,0
7208,7208,journals/sigmod/Liu03c,p0QHT_9_NSkJ,editor's notes,l liu,2003,editor's notes,"dj rog, d fournier",0,0
7213,7213,journals/sigmod/Liu03c,url:http://www.roc.noaa.gov/news/vol1is4.pdf,editor's notes,l liu,2003,editor's notes,nl smith,1981,0
7221,7221,journals/sigmod/Lomet01,fI5o4MfWwzIJ,the evolution of effective b-tree: page organization and techniques: a personal account,d lomet,2001,the evolution of effective b-tree: page organization and techniques: a personal account,d lomet,2001,1
7223,7223,journals/sigmod/Lomet01,xLM0YVcccUgJ,the evolution of effective b-tree: page organization and techniques: a personal account,d lomet,2001,b-tree page size when caching is considered,d lomet,1998,0
7230,7230,journals/sigmod/LometBCLN98,CBKhTPuUL2kJ,the microsoft database research group,"d lomet, r barga, s chaudhuri, p larson, v narasayya",1998,random sampling for histogram construction: how much is enough?,"r motwani, s chaudhuri, v narasayya",1998,0
7232,7232,journals/sigmod/LometBCLN98,hvMTb3FYOjQJ,the microsoft database research group,"d lomet, r barga, s chaudhuri, p larson, v narasayya",1998,random sampling for histogram construction: how much is enough?,"s chaudhuri, r motwani, v narasayya",1998,0
7236,7236,journals/sigmod/LudwigG00,T7hbL2VkOhsJ,report in isdo '00: the caise*00 workshop on infrastructures for dynamic business-to-business service outsourcinga,,2000,report on isdo'00: the caise* 00 workshop on â??infrastructures for dynamic business-to-business  ,"h ludwig, p grefen",2000,1
7255,7255,journals/sigmod/Manola98,YFIXfqGgvL8J,towards a richer web object model,f manola,1998,towards a richer web object model.,acms anthology,1998,1
7273,7273,journals/sigmod/McHughAGQW97,zISF-4KuUw4J,lore: a database management system for semistructured data,"j mchugh, s abiteboul, r goldman, d quass, j widom",1997,lore: a db management system for semistructured data,"j mchugh, s abiteboul, r goldman, d quass, j widom",0,1
7282,7282,journals/sigmod/MedskerCS95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202673%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,a comparison of three user interfaces to relational microcomputer data bases,"c medsker, m christensen, i song",1995,a comparison of three user interfaces to relational microcomputer data bases,"c medsker, m christensen, iy song",1995,1
7289,7289,journals/sigmod/MeersmanS02,url:http://portal.acm.org/citation.cfm%3Fid%3D945721.945727%26coll%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,guest editor's introduction,,2002,guest editor's introduction,k aberer,2003,0
7291,7291,journals/sigmod/MeersmanS02,url:http://www.springerlink.com/index/H58452Q268H44281.pdf,guest editor's introduction,,2002,guest editor's introduction,y singer,2001,0
7294,7294,journals/sigmod/MeltonE01,tE1YtM19O5EJ,sql multimedia and application packages (sql/mm),"j melton, a eisenberg",2001,standard sql/mm: sql multimedia and application packages,"k jankiewicz, m wojciechowski",0,0
7312,7312,journals/sigmod/MusickC99,U8aV2wgTNdYJ,practical lessons in supporting large-scale computational science,"r musick, t critchlow",1999,practical lessons in supporting large-scale computational science.,acms anthology,1999,1
7320,7320,journals/sigmod/Nascimento03,LAkxIFGnZzYJ,peer-to-peer: harnessing the power of disruptive technologies,m nascimento,2003,"chapter 8: gnutella â??in peer-to-peer harnessing the power of disruptive technologies, a. oram, ed",g kan,2001,0
7368,7368,journals/sigmod/OrlandicLS02,sIKCC5O8RXQJ,the design of a retrieval technique for high-dimensional data on tertiary storage,"r orlandic, j lukaszuk, c swietlik",2002,on the design of a reliable storage component for distributed database management systems,"da menasce, oe landes",0,0
7382,7382,journals/sigmod/OukselS99,OQdoLHJoz88J,semantic interoperability in global information systems: a brief introduction to the research area and the special section,"a ouksel, a sheth",1999,situations in life to support the use and modelling of municipal information systems,wg bleek,0,0
7399,7399,journals/sigmod/PapianiWDN99,B6VrWVBMItAJ,"a distributed scientific data archive using the web, xml and sql/med","m papiani, j wason, a dunlop, d nicole",1999,"an architecture for management of large, distributed, scientific data using sql/med and xml.","m papiani, j wason, da nicole",0,0
7421,7421,journals/sigmod/PourabbasR00,QyNfyYDySawJ,hierarchies and relative operators in the olap environment,"e pourabbas, m rafanelli",2000,a pictorial query language for querying geographic databases using positional and olap operators,"e pourabbas, m rafanelli",2002,0
7427,7427,journals/sigmod/PuSW01,E9jAHlDe-50J,infosphere project: system support for information flow applications,"c pu, k schwan, j walpole",2001,infosphere project: an overview,"c pu, k schwan, j walpole",0,0
7457,7457,journals/sigmod/Qian95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D234903%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,political winds change direction again,x qian,1995,scientists called upon to take actions,x qian,1996,0
7459,7459,journals/sigmod/Qian95a,4Y125m3-bsYJ,"turmoil at nasa, and numerous funding announcements",x qian,1995,the deductive synthesis of database transactions,x qian,1993,0
7525,7525,journals/sigmod/RamamrithamS97,HR-yLNuhtl4J,report on dart '96: databases: active and real-time (concepts meet practice),,1997,report on dart '96: databases: active and real-time (concepts meet practice),"k ramamritham, n soparkar",1997,1
7533,7533,journals/sigmod/ReichB98,ZqFPwDkLN7oJ,a componentized architecture for dynamic electronic markets,"b reich, i ben-shaul",1998,a componentized architecture for dynamic electronic markets.,acms anthology,1998,1
7538,7538,journals/sigmod/RiekertMW97,C-yzbvoAg00J,management of data and services in the environmental information system (uis) of baden-wï¿½rttemberg,"w riekert, r mayer-fï¿½ll, g wiest",1997,tutorial: state of the art in workflow management system research and products,c mohan,1996,0
7545,7545,journals/sigmod/RiekertMW97,M4G18MfKn2oJ,management of data and services in the environmental information system (uis) of baden-wï¿½rttemberg,"w riekert, r mayer-fï¿½ll, g wiest",1997,tutorial: state of the art in workflow management system research and products. a tutorial at the  ,c mohan,1996,0
7548,7548,journals/sigmod/RiekertMW97,TAJp2SkfmFgJ,management of data and services in the environmental information system (uis) of baden-wï¿½rttemberg,"w riekert, r mayer-fï¿½ll, g wiest",1997,statistics of environmental expenditure in industry and services and the state sector: the greek  ,"ms skourtos, p stefanou",0,0
7588,7588,journals/sigmod/RossAJS02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D390004%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,reminiscences on influential papers,,2002,reminiscences on influential papers,e bertino,1976,0
7590,7590,journals/sigmod/RossAKSSY00,tOa0zXK5Ba4J,reminiscences on influential papers,,2000,reminiscences on influential papers,ka ross,2002,0
7596,7596,journals/sigmod/RossCGJBV99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D390004%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,reminiscences on influential papers,,1999,reminiscences on influential papers,e bertino,1976,0
7597,7597,journals/sigmod/RossCGLLM01,CGvD6Du5kaoJ,reminiscences on influential papers,,2001,reminiscences on influential papers,r snodgrass,1976,0
7624,7624,journals/sigmod/RossIJP00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D390004%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,reminiscences on influential papers,,2000,reminiscences on influential papers,e bertino,1976,0
7626,7626,journals/sigmod/RossKMV02,tOa0zXK5Ba4J,reminiscences on influential papers,,2002,reminiscences on influential papers,ka ross,2002,0
7635,7635,journals/sigmod/Roussopoulos98,H7Pi4AQU00YJ,materialized views and data warehouses,n roussopoulos,1998,cubetree: organization of and bulk incremental updates on the data cube,n roussopoulos,1997,0
7638,7638,journals/sigmod/Roussopoulos98,qrfeEEm1pcQJ,materialized views and data warehouses,n roussopoulos,1998,an incremental access method for viewcache: concept,n roussopoulos,0,0
7640,7640,journals/sigmod/Roussopoulos98,url:http://portal.acm.org/citation.cfm%3Fid%3D16857,materialized views and data warehouses,n roussopoulos,1998,engineering information systems (panel session): builders and designers perspective,n roussopoulos,1986,0
7651,7651,journals/sigmod/SchlageterBHMSW95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D219766%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,the database group at university of hagen (fernuniversitaet),"g schlageter, t berkel, e heuel, s mittrach, a scherer, w wilkes",1995,the database group at national technical university of athens (ntua),"i overview, q processing, o techniques",1995,0
7667,7667,journals/sigmod/Segev94,url:http://doi.wiley.com/10.1002/ev.1658,editor's notes,a segev,1994,editor's notes,l sechrest,1993,0
7684,7684,journals/sigmod/Segev94a,skOc65LTInYJ,editor's notes,a segev,1994,editor's notes,r diem,0,0
7724,7724,journals/sigmod/ShethGJRSWW96,8Dj_i69XP60J,report from the nsf workshop on workflow and process automation in information systems,,1996,workshop report: the first international workshop on active and real-time database systems,"m berndtsson, j hansson",0,0
7744,7744,journals/sigmod/ShethGJRSWW96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959086%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,report from the nsf workshop on workflow and process automation in information systems,,1996,information integration on the web: a view from ai and databases (report on iiweb-03)â£,"s kambhampati, ca knoblock",2003,0
7755,7755,journals/sigmod/SilberschatzSU96,_MXfp9GHEqQJ,database research: achievements and opportunities into the 21st century,"a silberschatz, m stonebraker, j ullman",1996,database research: achievements and opportunities into the 21st century. a report of an nsf workshop ,"a siberschatz, m stonebraker, jd ullman",0,1
7756,7756,journals/sigmod/SilberschatzSU96,_ZsI_bVIJMwJ,database research: achievements and opportunities into the 21st century,"a silberschatz, m stonebraker, j ullman",1996,database research: achievements and opportunities into the 21st century,"a silberschatz, m stonebraker, j ullman",1996,1
7768,7768,journals/sigmod/SmithO99,S-LYnzS1K70J,unpacking the semantics of source and usage to perform semantic reconciliation in large-scale information systems,"k smith, l obrst",1999,semantic interoperability in global information systems: a brief introduction to the research and  ,"a ouksel, a sheth",0,0
7778,7778,journals/sigmod/SmithO99,uPx8w3k7NyQJ,unpacking the semantics of source and usage to perform semantic reconciliation in large-scale information systems,"k smith, l obrst",1999,infosleuth: agent-based semantic integration of information in open and dynamic systems,"rj bayardo, w bohrer, a cichocki, jj fowler, a  ",0,0
7820,7820,journals/sigmod/Snodgrass02b,V1QUdDtkH5AJ,"rights of tods readers, authors and reviewers",r snodgrass,2002,"1. ahn,&quot; a taxonomy of time in databases",r snodgrass,0,0
7822,7822,journals/sigmod/Snodgrass02b,l7ElxBfCtFgJ,"rights of tods readers, authors and reviewers",r snodgrass,2002,performance evaluation of a temporal database management system,r snodgrass,0,0
7840,7840,journals/sigmod/Snodgrass03b,PmIVKWJ5_V4J,journal relevance,r snodgrass,2003,journal relevance,r snodgrass,2003,1
7844,7844,journals/sigmod/Snodgrass03b,VwZQmafqkE0J,journal relevance,r snodgrass,2003,the temporal query language tquel,r snodgrass,1987,0
7849,7849,journals/sigmod/Snodgrass03c,CGvD6Du5kaoJ,developments at acm tods,r snodgrass,2003,reminiscences on influential papers,r snodgrass,1976,0
7853,7853,journals/sigmod/Snodgrass03c,ReOfuE1ytx4J,developments at acm tods,r snodgrass,2003,cmm and tods,r snodgrass,2005,0
7855,7855,journals/sigmod/Snodgrass03c,VwZQmafqkE0J,developments at acm tods,r snodgrass,2003,the temporal query language tquel,r snodgrass,1987,0
7864,7864,journals/sigmod/Snodgrass94,ReOfuE1ytx4J,overview of the special section on temporal database infrastructure,r snodgrass,1994,cmm and tods,r snodgrass,2005,0
7867,7867,journals/sigmod/Snodgrass94,VwZQmafqkE0J,overview of the special section on temporal database infrastructure,r snodgrass,1994,the temporal query language tquel,r snodgrass,1987,0
7875,7875,journals/sigmod/Snodgrass98a,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290599%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,reminiscences on influential papers,,1998,reminiscences on influential papers,hgm stanlbrd,1998,0
7891,7891,journals/sigmod/SnodgrassACFLLORRSV99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290599%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,reminiscences on influential papers,,1999,reminiscences on influential papers,hgm stanlbrd,1998,0
7893,7893,journals/sigmod/SnodgrassGIMSU98,CGvD6Du5kaoJ,reminiscences on influential papers,,1998,reminiscences on influential papers,r snodgrass,1976,0
7899,7899,journals/sigmod/SnodgrassHMOPRRWY98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290599%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,reminiscences on influential papers,,1998,reminiscences on influential papers,hgm stanlbrd,1998,0
7920,7920,journals/sigmod/Stonebraker02,DDyZXuEtGiwJ,too much middleware,m stonebraker,2002,the case for partial indexes,m stonebraker,1989,0
7925,7925,journals/sigmod/Stonebraker02,SyOHqrZQEeYJ,too much middleware,m stonebraker,2002,k a. rowe. the design of postgres,m stonebraker,0,0
7931,7931,journals/sigmod/Stonebraker02,aIowdqRMIZwJ,too much middleware,m stonebraker,2002,hypothetical data bases as views,m stonebraker,0,0
7941,7941,journals/sigmod/Suciu01,8bcTG9YsbskJ,on database theory and xml,d suciu,2001,special issue on management of semistructured data,d suciu,0,0
7942,7942,journals/sigmod/Suciu01,D45fvUWVon0J,on database theory and xml,d suciu,2001,query decomposition and view maintenance for query languages for unstructured data,d suciu,1996,0
7957,7957,journals/sigmod/Suciu02,_vOvQUzSV-gJ,the xml typechecking problem,d suciu,2002,on database theory and xml,d suciu,2001,0
7962,7962,journals/sigmod/SycaraKWL99,-IaXJNRxKVEJ,dynamic service matchmaking among agents in open information environments,"k sycara, m klusch, s widoff, j lu",1999,dynamic service matchmaking among agents in open environments,"k sycara, m klusch, s widoff, j lu",0,1
7970,7970,journals/sigmod/TanK03,AIDVDXW2C_YJ,power efficient data gathering and aggregation in wireless sensor networks,"h tan, i korpeoglu",2003,aida: adaptive application-independent data aggregation in wireless sensor networks,"t he, bm blum, ja stankovic, t abdelzaher",2004,0
7977,7977,journals/sigmod/TanK03,qIzj09N-Qr8J,power efficient data gathering and aggregation in wireless sensor networks,"h tan, i korpeoglu",2003,power efficient data gathering and aggregation in wireless sensor networks,"h tan, i korpeoglu",2003,1
7981,7981,journals/sigmod/TanakaV01,sQu8znidi50J,the ecobase project: database and web technologies for environmental information systems,"a tanaka, p valduriez",2001,ecobaseâ??database and web technologies for environmental information systems,"ak tanaka, p valduriez",1999,1
7984,7984,journals/sigmod/TaninBS96,4sRgCLIWKncJ,incremental data structures and algorithms for dynamic query interfaces,"e tanin, r beigel, b shneiderman",1996,incremental data structures and algorithms for dynamic query interfaces,etrbb shneiderman,1996,1
7987,7987,journals/sigmod/TaninBS96,qIVF5mCXlPIJ,incremental data structures and algorithms for dynamic query interfaces,"e tanin, r beigel, b shneiderman",1996,"  design and evaluation of incremental data structures and algorithms for dynamic query interfaces,&quot;",e tanin,0,0
7991,7991,journals/sigmod/TatarinovIMHSDDKMM03,0JPhnHlRGOoJ,the piazza peer data management project,"i tatarinov, z ives, j madhavan, a halevy, d suciu, n dalvi, x dong, y kadiyska, g miklau, p mork",2003,the piazza peer data management project,i tatarinovâ?¦,2003,1
7993,7993,journals/sigmod/TheodoridisN00,NegSmYlF-awJ,generating spatiotemporal datasets on the www,"y theodoridis, m nascimento",2000,generating spatiotemporal datasets on the www,"y theodoridos, m nascimento",0,1
8005,8005,journals/sigmod/TsotrasK96,url:http://www.springerlink.com/index/MG76EHFRC3CMWL1X.pdf,temporal database bibliography update,"v tsotras, a kumar",1996,temporal database bibliography update,"acms record, s record",1982,1
8006,8006,journals/sigmod/Ulusoy95,uMYecZGSCv4J,an annotated bibliography on real-time database systems,ï¿½ ulusoy,1995,an annotated bibliography on real-time database systems,o ulusoy,1995,1
8012,8012,journals/sigmod/VassiliadisS99,eGARASwVBrUJ,a survey of logical models for olap databases,"p vassiliadis, t sellis",1999,a survey of logical models for olap databases,"p vassiliadis, tk sellis",1999,1
8014,8014,journals/sigmod/VelACM01,LseDURw3BXMJ,mining email content for author identification forensics,"o vel, a anderson, m corney, g mohay",2001,mining e-mau content for author identification forensics,"o de vel, a anderson, m corney, g mohay",2001,1
8019,8019,journals/sigmod/Vianu03,JgenqfLQC1UJ,a web odyssey: from codd to xml,v vianu,2003,a web odyssey: from codd to xml,v vianu,0,1
8022,8022,journals/sigmod/Wedekind94,785fjqMo-nkJ,"\are the terms \""\""version\""\"" and \""\""variant\""\"" orthogonal to one another? a critical assessment of the step standardization\""""",h wedekind,1994,on the selection of access paths in a data base system,h wedekind,0,0
8032,8032,journals/sigmod/WeikumSR03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1058166%26type%3Dpdf,"report on the 10th conference on database systems for business, technology, and the web (btw 2003)",,2003,report on mobide 2003: the 3rd international acm workshop on data engineering for wireless and  ,"s banerjee, m cherniack, v kumar, pk chrysanthis,  ",2005,0
8050,8050,journals/sigmod/Widom94,url:http://portal.acm.org/citation.cfm%3Fid%3D233269%26dl%3DGUIDE%26dl%3DGUIDE%26type%3Dproceeding%26idx%3D233269%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Conference%2520on%2520Management%2520of%2520Data%2520and%2520Symposium%2520on%2520Principles%2520of%2520Database%2520Systems%26CFID%3D11111111%26CFTOKEN%3D2222222,research issues in active database systems: report from the closing panel at ride-ads '94,j widom,1994,source international conference on management of data archive,j widom,1996,0
8053,8053,journals/sigmod/Widom94,zWrQD-2VvWgJ,research issues in active database systems: report from the closing panel at ride-ads '94,j widom,1994,"r, j, cochrance, bg lindsay, implementing set-oriented production rules as an extension to starburst",j widom,0,0
8057,8057,journals/sigmod/Widom95,TUOBVMb4PBsJ,editor's notes,j widom,1995,editor's notes,dw leslie,0,0
8063,8063,journals/sigmod/Widom95,lAbG3uFZvVUJ,editor's notes,j widom,1995,research issues in active database systems: report from the closing panel at ride-ads '94,j widom,1994,0
8066,8066,journals/sigmod/Widom95,rVFh4WHFxoUJ,editor's notes,j widom,1995,"a denotational semantics for the starburst production rule language, 1992",j widom,0,0
8071,8071,journals/sigmod/Widom95,url:http://portal.acm.org/citation.cfm%3Fid%3D219713%26dl%3DGUIDE%26dl%3DACM%26type%3Dissue%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,editor's notes,j widom,1995,source acm sigmod record archive,j widom,1995,0
8073,8073,journals/sigmod/Widom95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D974751%26type%3Dpdf%26dl%3DACM%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,editor's notes,j widom,1995,online appendix to characterizing memory requirements for queries over continuous data streams,j widom,2004,0
8076,8076,journals/sigmod/Widom95,vgcXH5aVpdgJ,editor's notes,j widom,1995,editor's notes,tw banta,0,0
8087,8087,journals/sigmod/Widom95a,hqDtMiCwjGoJ,editor's notes,j widom,1995,"trio: a system for integrated management of data, accuracy",j widom,0,0
8090,8090,journals/sigmod/Widom95a,p0QHT_9_NSkJ,editor's notes,j widom,1995,editor's notes,"dj rog, d fournier",0,0
8100,8100,journals/sigmod/Widom95a,url:http://www.roc.noaa.gov/news/vol1is4.pdf,editor's notes,j widom,1995,editor's notes,nl smith,1981,0
8114,8114,journals/sigmod/Widom96,ntqMqfgRXM4J,editor's notes,j widom,1996,editor's notes,r goldstein,1996,0
8127,8127,journals/sigmod/Widom96,xgdBJbatYcIJ,editor's notes,j widom,1996,editor's notes,wmk trochim,0,0
8140,8140,journals/sigmod/Widom96a,p0QHT_9_NSkJ,editor's notes,j widom,1996,editor's notes,"dj rog, d fournier",0,0
8146,8146,journals/sigmod/Widom96a,url:http://portal.acm.org/citation.cfm%3Fid%3D219713%26dl%3DGUIDE%26dl%3DACM%26type%3Dissue%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,editor's notes,j widom,1996,source acm sigmod record archive,j widom,1995,0
8147,8147,journals/sigmod/Widom96a,url:http://portal.acm.org/citation.cfm%3Fid%3D233269%26dl%3DGUIDE%26dl%3DGUIDE%26type%3Dproceeding%26idx%3D233269%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Conference%2520on%2520Management%2520of%2520Data%2520and%2520Symposium%2520on%2520Principles%2520of%2520Database%2520Systems%26CFID%3D11111111%26CFTOKEN%3D2222222,editor's notes,j widom,1996,source international conference on management of data archive,j widom,1996,0
8151,8151,journals/sigmod/Widom96a,vgcXH5aVpdgJ,editor's notes,j widom,1996,editor's notes,tw banta,0,0
8162,8162,journals/sigmod/Widom96b,url:http://doi.wiley.com/10.1002/ev.1658,editor's notes,jennifer widom,1996,editor's notes,l sechrest,1993,0
8179,8179,journals/sigmod/Winslett01a,ABDHo6cFs3oJ,"gio wiederhold speaks out on moving into academia in mid-career, how to be an effective consultant, why you should be a program manager as a funding agency, the need for ontology algebra and simulations, and more",,2001,polit.(1997)â??new chance: final report on a comprehensive program for young mothers in poverty and  ,"jc quint, jm bos, f denise",0,0
