,_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year,label
3346,3346,conf/vldb/ChakrabartiDAR97,0EbuWDceVnoJ,"using taxonomy, discriminants, and signatures for navigating in text databases","s chakrabarti, b dom, r agrawal, p raghavan",1997,  classification and signature generation for organizing large text databases into hierarchical topic ,"s chakrabarti, b dom, r agrawal, p raghavan",1998,0
2930,2930,conf/vldb/AgrawalS94,nDgZsMNOofwJ,fast algorithms for mining association rules in large databases,"r agrawal, r srikant",1994,jorge b. bocca and matthias jarke and carlo zaniolo,"r agrawal, r srikant",0,0
2295,2295,conf/sigmod/RundensteinerCCSO00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D335496%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,serfing the web: web site management made easy,"e rundensteiner, k claypool, l chen, h su, k oenoki",2000,serfing the web: web site management made easy,"ea rundensteiner, kt claypool, l chen, h su, k  ",0,1
8687,8687,journals/tods/RaschidL96,F8CXWrRYc-EJ,semantics for update rule programs and implementations in a relational database management system,"l raschid, j lobo",1996,"r a. lorie, and tt price. access path selection ma relational database management system","pg selinger, mm astrahan, dd chamberlain",0,0
1477,1477,conf/sigmod/IvesLPST00,4-FwpSOweRAJ,self-organizing data sharing communities with sagres,"z ives, a levy, j madhavan, r pottinger, s saroiu, i tatarinov, s betzler, q chen, e jaslikowska, j su, w yeung",2000,self-organizing data sharing communities with sagres: system demonstration,"z ives, a levy, j madhavan, r pottinger, s saroiu, ",0,1
1682,1682,conf/sigmod/LakshmananNHP99,DfOLEzMoEaEJ,optimization of constrained frequent set queries with 2-variable constraints,"l lakshmanan, r ng, j han, a pang",1999,optimization of constrained frequent set queries with 2-variable constraints,"lvs lakshmanan, rt ng, j han, a pang",1999,1
8890,8890,journals/vldb/ApersCS02,eW3sswNykJoJ,editorial,,2002,editorial,ca insko,0,0
1197,1197,conf/sigmod/GotoK03,2Pc6rKYB8ykJ,integration of electronic tickets and personal guide system for public transport using mobile terminals,"k goto, y kambayashi",2003,a new passenger support system for public transport using mobile database access,"k goto, y kambayashi",2002,0
2837,2837,conf/vldb/AgarwalADGNRS96,iX8lBZBEgSwJ,on the computation of multidimensional aggregates,"s agarwal, r agrawal, p deshpande, a gupta, j naughton, r ramakrishnan, s sarawagi",1996,"raghu ramakrishnan, sunita sarawagi. on the computation of multidimensional aggregates","s agarwal, r agrawal, pm deshpande, a gupta, jf  ",0,1
6823,6823,journals/sigmod/Ioannidis96,IgQsVaud8BIJ,dynamic information visualization,y ioannidis,1996,dynamic information visualization,y ioannidis,1996,1
6243,6243,journals/sigmod/EisenbergM98,AatoNnELw78J,standards in practice,"a eisenberg, j melton",1998,"sqlj part 0, now known as sql/olb (object-language bindings)","a eisenberg, j melton",1998,0
2989,2989,conf/vldb/AnandBH94,3e2gsMgcVUsJ,an empirical performance study of the ingres search accelerator for a large property management database system,"s anand, d bell, j hughes",1994,performance of a two-headed disk system when serving database queries under the scan policy,"y manolopoulos, jg kollias",1989,0
688,688,conf/sigmod/ChaudhuriDY95,aaQEdfkjWN8J,join queries with external text sources: execution and optimization techniques,"s chaudhuri, u dayal, t yan",1995,join queries with external text sources: execution and optimization techniques,"s chaudhuri, u dayal, tw yan",1995,1
4842,4842,conf/vldb/RothOH99,0conc5JGbvUJ,cost models do matter: providing cost information for diverse data sources in a federated system,"m roth, f ozcan, l haas",1999,spatial search for multicomponent objects in a geographic information system using symbolic models  ,s menon,1990,0
3357,3357,conf/vldb/ChakrabartiGRS00,PTmCbogNUpAJ,approximate query processing using wavelets,"k chakrabarti, m garofalakis, r rastogi, k shim",2000,approximate query processing using wavelets,"k chakrabarti, m garofalakis, r rastogi, k shim",2001,1
1840,1840,conf/sigmod/MamoulisP99,xdAsc3yVWvYJ,integration of spatial join algorithms for processing multiple inputs,"n mamoulis, d papadias",1999,"integration of spatial join algorithm for processing multiple joins,''","n mamoulis, d papadias",0,1
8127,8127,journals/sigmod/Widom96,xgdBJbatYcIJ,editor's notes,j widom,1996,editor's notes,wmk trochim,0,0
5101,5101,conf/vldb/SeshadriLR96,yCSb05U8FHcJ,the design and implementation of a sequence database system,"p seshadri, m livny, r ramakrishnan",1996,"the design, implementation and evaluation of a software-based real-time ethernet protocol","t chiueh, c venkatramani",1995,0
8694,8694,journals/tods/RaschidL96,ng5wXF3RpSwJ,semantics for update rule programs and implementations in a relational database management system,"l raschid, j lobo",1996,access path selection in a relational database management system,"pp griffiths, mm astrahan, dd chamberlin, ra lorie ",0,0
5453,5453,conf/vldb/WeikumMHZ02,uNwtCAfL3T4J,self-tuning database technology and information services: from wishful thinking to viable engineering,"g weikum, a mï¿½nkeberg, c hasse, p zabback",2002,self-tuning e-services: from wishful thinking to viable engineering-position paper-,g weikum,0,1
4178,4178,conf/vldb/KonopnickiS95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1083596%26type%3Dpdf,w3qs: a query system for the world-wide web,"d konopnicki, o shmueli",1995,database-inspired search,"d konopnicki, o shmueli",2005,0
181,181,conf/sigmod/Agarwal96,Ca-BABwlsQAJ,a super scalar sort algorithm for risc processors,r agarwal,1996,a super scalar sort algorithm for risc processors,rc agarwrd,0,1
6768,6768,journals/sigmod/HasselbringHHKRRS00,_MXfp9GHEqQJ,"research and practice in federated information systems, report of the efis '2000 international workshop",,2000,database research: achievements and opportunities into the 21st century. a report of an nsf workshop ,"a siberschatz, m stonebraker, jd ullman",0,0
6705,6705,journals/sigmod/HalkidiBV02,GHjgDrEbqM4J,cluster validity methods: part i,"m halkidi, y batistakis, m vazirgiannis",2002,cluster validity methods: part i,"m halkidi, y batistakis, m vazirgiannis",2002,1
2381,2381,conf/sigmod/ShanmugasundaramNSR99,tOo-2IqYbpkJ,efficient concurrency control for broadcast environments,"j shanmugasundaram, a nithrakashyap, r sivasankaran, k ramamritham",1999,et. ai. efficient concurrency control for broadcast environments univ,sj shanmugasundsram,0,1
2307,2307,conf/sigmod/SagonasSW94,nF5iGEtihWYJ,xsb as an efficient deductive database engine,"k sagonas, t swift, d warren",1994,"xsb as an efficient deductive database engine, 1993","k sagonas, t swift, ds warren",0,1
5301,5301,conf/vldb/Suciu96,Y7kHpHu3nP0J,query decomposition and view maintenance for query languages for unstructured data,d suciu,1996,distributed query evaluation on semistructured data,d suciu,2002,0
332,332,conf/sigmod/AtzeniT97,sl5fFaV_DUQJ,mdm: a multiple-data-model tool for the management of heterogeneous database schemes,"p atzeni, r torlone",1997,a toolkit for the incremental implementation of heterogeneous database management systems,"p drew, r king, d heimbigner",1992,0
725,725,conf/sigmod/ChaudhuriN98a,Y-kXztd20YQJ,microsoft index tuning wizard for sql server 7.0,"s chaudhuri, v narasayya",1998,microsoft index tuning wizard forsql server 7.0,"s chaudhuri, vr narasayya",0,1
1425,1425,conf/sigmod/HinneburgK99,ExJOsE4lD8UJ,clustering methods for large databases: from the past to the future,"a hinneburg, d keim",1999,cluster discovery methods for large data bases-from the past to the future,"a hinneburg, da keim",0,0
3138,3138,conf/vldb/BerchtoldKK96,KLzrIupmRloJ,the x-tree : an index structure for high-dimensional data,"s berchtold, d keim, h kriegel",1996,the x-tree: an index structure for highdimensional data. 22nd conf. on very large databases,"s berchtold, d keim, hp kriegel",0,1
7957,7957,journals/sigmod/Suciu02,_vOvQUzSV-gJ,the xml typechecking problem,d suciu,2002,on database theory and xml,d suciu,2001,0
4517,4517,conf/vldb/Mohan01,p0wBdI_JiXMJ,caching technologies for web applications,c mohan,2001,in: technology for web services,c mohan,0,0
6251,6251,journals/sigmod/EisenbergM98a,-RAYAJbKLNUJ,"sqlj part 0, now known as sql/olb (object-language bindings)","a eisenberg, j melton",1998,standards in practice,"a eisenberg, j melton",1998,0
968,968,conf/sigmod/Epstein95,AgpGguTHfGsJ,keynote address,,1995,keynote address,hbn hynes,0,0
6180,6180,journals/sigmod/DogacAOD95,p6ro8VCQBwcJ,implementation aspects of an object-oriented dbms,"a dogac, m altinel, c ozkan, i durusoy",1995,metu object-oriented dbms kernel,"a dogac, a altinel, c ozkan",1995,0
3597,3597,conf/vldb/DeenJNNW00,jpJMa9UNggoJ,a 20/20 vision of the vldb-2020?,"s deen, a jhingran, s navathe, e neuhold, g wiederhold",2000,a 20/20 vision of the vldb-2020?,sm deen,2000,1
5783,5783,journals/sigmod/AndlerHEMBE96,J82SdCmczAcJ,deeds towards a distributed and active real-time database system,"s andler, j hansson, j eriksson, j mellin, m berndtsson, b eftring",1996,1996 . deeds| towards a distributed active and real-time database system,"sf andler, j hanson, j eriksson, j mellin, m  ",0,1
5612,5612,journals/sigmod/Aberer02,2r6t9GEZb28J,book review column,k aberer,2002,special issue on peer to peer data management,k aberer,0,0
811,811,conf/sigmod/CluetDSS98,lOZF0Ee3rUQJ,your mediators need data conversion!,"s cluet, c delobel, j simï¿½on, k smaga",1998,your mediators need data conversion!,"s cluet, c delobel",0,1
4228,4228,conf/vldb/LabioG96,1JLlGYW8cDAJ,efficient snapshot differential algorithms for data warehousing,"w labio, h garcia-molina",1996,h. garcia-m olina. efficient snapshot differential algorithms in data warehousing,w labio,0,1
6063,6063,journals/sigmod/ConradHHKRSS99,nmEhI0tiWGAJ,engineering federated information systems: report of efis '99 workshop,"s conrad, w hasselbring, u hohenstein, r kutsche, m roantree, g saake, f saltor",1999,engineering federated information systems: report of efis '99 workshop,"s conrad, w hasselbring, u hohenstein, rd kutsche, ",1999,1
7844,7844,journals/sigmod/Snodgrass03b,VwZQmafqkE0J,journal relevance,r snodgrass,2003,the temporal query language tquel,r snodgrass,1987,0
8057,8057,journals/sigmod/Widom95,TUOBVMb4PBsJ,editor's notes,j widom,1995,editor's notes,dw leslie,0,0
3738,3738,conf/vldb/GarciaLL98,eJrqu6I2pHkJ,on optimal node splitting for r-trees,"y garcï¿½a, m lopez, s leutenegger",1998,on optimal node splitting for r-trees,"yj garcä±a, ma lopez, st leutenegger",0,1
5358,5358,conf/vldb/TorloneA03,v6kudD3ItEoJ,chameleon: an extensible and customizable tool for web data translation,"r torlone, p atzeni",2003,chameleon: an extensible and customizable tool for web data translation,"r torlone, p atzeni",2003,1
9420,9420,journals/vldb/PucheralBVB01,K9Qbh3haBCMJ,picodbms: scaling down database techniques for the smartcard,"p pucheral, l bouganim, p valduriez, c bobineau",2001,picodbms: scaling down database techniques for the smartcard (best paper award),"c bobineau, l bouganim, p pucheral, p valduriez",0,1
3950,3950,conf/vldb/HanF95,GeMycbLXZUkJ,discovery of multiple-level association rules from large databases,"j han, y fu",1995,fuy (1995) discovery of multiple-level association rules from large databases,j han,0,1
2024,2024,conf/sigmod/MumickP94,pj1mKocpW9QJ,implementation of magic-sets in a relational database system,"i mumick, h pirahesh",1994,implementation of a time expert in a database system,"r overmyer, m stonebraker",1982,0
1484,1484,conf/sigmod/JaedickeM98,zh6yaOX2xiQJ,on parallel processing of aggregate and scalar functions in object-relational dbms,"m jaedicke, b mitschang",1998,user-defined table operators: enhancing extensibility for ordbms,"m jaedicke, b mitschang",1999,0
1455,1455,conf/sigmod/HungYK96,P6VVKZUo4pgJ,capbased-ams: a capability-based and event-driven activity management system,"p hung, h yeung, k karlapalem",1996,capbased-ams: a capability-based and event-driven activity management system (demonstrations),"pck hung, hp yeung, k karlapalem",0,1
2280,2280,conf/sigmod/Ross00,Qy9P0M6WLmcJ,expressing business rules,r ross,2000,atherosclerosis: current understanding of mechanisms and future strategies in therapy,r ross,1993,0
1690,1690,conf/sigmod/LakshmananPZ03,tcnjvKELfs0J,qc-trees: an efficient summary structure for semantic olap,"l lakshmanan, j pei, y zhao",2003,efficacious data cube exploration by semantic summarization and compression (demo paper) in,"l lakshmanan, j pei, y zhao",0,0
6375,6375,journals/sigmod/Franklin00,url:http://doi.wiley.com/10.1002/ev.1658,editor's notes,m franklin,2000,editor's notes,l sechrest,1993,0
7596,7596,journals/sigmod/RossCGJBV99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D390004%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,reminiscences on influential papers,,1999,reminiscences on influential papers,e bertino,1976,0
3344,3344,conf/vldb/ChakrabartiBD99,zmBMRUNv8sQJ,distributed hypertext resource discovery through examples,"s chakrabarti, m berg, b dom",1999,distributed hypertext resource discovery through examples,"s chakrabarti, m van den berg, b dom",1999,1
6883,6883,journals/sigmod/KappelR98,LnNHfHLFsEcJ,the trigs active object-oriented database system - an overview,"g kappel, w retschitzegger",1998,the trigs active object-oriented database system-an overview.,acms anthology,1998,0
4247,4247,conf/vldb/LabrinidisR03,rKbwxobcJZYJ,balancing performance and data freshness in web database servers,"a labrinidis, n roussopoulos",2003,exploring the tradeoff between performance and data freshness in database-driven web servers,"a labrinidis, n roussopoulos",2004,0
6012,6012,journals/sigmod/Chaudhri98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D273247%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,workshop report on experiences using object data management in the real-world,,1998,workshop report on experiences using object data management in the real-world,ab chaudhri,1998,1
7893,7893,journals/sigmod/SnodgrassGIMSU98,CGvD6Du5kaoJ,reminiscences on influential papers,,1998,reminiscences on influential papers,r snodgrass,1976,0
1396,1396,conf/sigmod/Hellerstein94,pHHvswIOFfAJ,practical predicate placement,j hellerstein,1994,toward network data independence,j hellerstein,2003,0
4608,4608,conf/vldb/MorimotoFMTY98,yd2dxAbjvTAJ,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto, t fukuda, h matsuzawa, t tokuyama, k yoda",1998,sampling large databases for mining association rules. in: proceedings of the 22nd vldb conference,h toivonen,1996,0
5539,5539,conf/vldb/ZellerK02,url:http://ieeexplore.ieee.org/iel5/9217/29235/01320046.pdf%3Farnumber%3D1320046,experience report: exploiting advanced database optimization features for large-scale sap r/3 installations,"b zeller, a kemper",2002,benchmarking sap r/3 archiving scenarios,"b zeller, a kemper",0,0
9470,9470,journals/vldb/Sciore94,9qGP1Z8uHeIJ,versioning and configuration management in an object-oriented data model,e sciore,1994,transaction management in an object-oriented data model,"jf garza, w kim",0,0
1129,1129,conf/sigmod/GehrkeGRL99,s3neqsFCVrAJ,boat-optimistic decision tree construction,"j gehrke, v ganti, r ramakrishnan, w loh",1999,boat-optimistic decision tree construction,"j gehrke, v ganti, r ramakrishnan, wy loh",0,1
574,574,conf/sigmod/BunemanKTT02,qKK_9Yp_4E4J,archiving scientific data,"p buneman, s khanna, k tajima, w tan",2002,reasoning about keys for xml,"p buneman, s davidson, w fan, c hara, wc tan",2002,0
8602,8602,journals/tods/KorthS94,SEnrzIT9DWMJ,formal aspects of concurrency control in long-duration transaction systems using the nt/pv model,"h korth, g speegle",1994,â?³formal model of correctness without serializability.â?³acm sigmod international conference on  ,"h korth, g speegle",0,0
4762,4762,conf/vldb/PossP03,DYZlq4rntjwJ,data compression in oracle,"m pï¿½ss, d potapov",2003,data compression in oracle,"m poess, d potapov",2003,1
2120,2120,conf/sigmod/OriaOILY00,xdUDA920uhMJ,disima: a distributed and interoperable image database system,"v oria, m ï¿½zsu, p iglinski, s lin, b yao",2000,disima: a distributed and interoperable image database system,"v oria, mt ã?zsu, pj iglinski, s lin, b yao",2000,1
2484,2484,conf/sigmod/Stonebraker03,_CGWFOx5yt0J,visionary: a next generation visualization system for databases,m stonebraker,2003,visionary: a next generation visualization system for databases,m stonebraker,0,1
1435,1435,conf/sigmod/HoAMS97,MJMHoCWd3JMJ,range queries in olap data cubes,"c ho, r agrawal, n megiddo, r srikant",1997,range queries in dynamic olap data cubes,"w liang, h wang, me orlowska",2000,0
7724,7724,journals/sigmod/ShethGJRSWW96,8Dj_i69XP60J,report from the nsf workshop on workflow and process automation in information systems,,1996,workshop report: the first international workshop on active and real-time database systems,"m berndtsson, j hansson",0,0
5713,5713,journals/sigmod/Aberer03b,url:http://portal.acm.org/citation.cfm%3Fid%3D945721.945727%26coll%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,book review column,k aberer,2003,guest editor's introduction,k aberer,2003,0
6300,6300,journals/sigmod/Etzion99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1058166%26type%3Dpdf,report on ngits'99: the 4th international workshop on next generation information technologies and systems,,1999,report on mobide 2003: the 3rd international acm workshop on data engineering for wireless and  ,"s banerjee, m cherniack, v kumar, pk chrysanthis,  ",2005,0
1543,1543,conf/sigmod/KatayamaS97,DfJERPfnugwJ,the sr-tree: an index structure for high-dimensional nearest neighbor queries,"n katayama, s satoh",1997,"shin'ichi satoh, the sr-tree: an index structure for high-dimensional nearest neighbor queries",n katayama,0,1
9002,9002,journals/vldb/BernsteinIR03,url:http://www.springerlink.com/index/6UEYKJ4UQTK18H6D.pdf,guest editorial,,2003,guest editorial,ay halevy,2002,0
3911,3911,conf/vldb/GyssensL97,5ZEYqz95ZRAJ,a foundation for multi-dimensional databases,"m gyssens, l lakshmanan",1997,a foundation for multi-dimensional databases,"g marc, l laks",0,1
850,850,conf/sigmod/CruzALRZ97,YWWvQnGCpDEJ,delaunay: a database visualization system,"i cruz, m averbuch, w lucas, m radzyminski, k zhang",1997,delaunay: a database visualization system,"if cruz, m averbuch, wt lucas, m radzyminski, k  ",0,1
6825,6825,journals/sigmod/Ioannidis96,goD1EoiRXcAJ,dynamic information visualization,y ioannidis,1996,on the computation of tc of relational operators,y ioannidis,0,0
6393,6393,journals/sigmod/Franklin00a,skOc65LTInYJ,editor's notes,m franklin,2000,editor's notes,r diem,0,0
2191,2191,conf/sigmod/PoosalaIHS96,JamE_usH30EJ,improved histograms for selectivity estimation of range predicates,"v poosala, y ioannidis, p haas, e shekita",1996,selectivity estimation of range predicates using histograms,"v poosala, ye ioannidis, pj haas, ej shekita",0,0
3183,3183,conf/vldb/BertinoBFS96,s0v9B-K8owEJ,supporting periodic authorizations and temporal reasoning in database access control,"e bertino, c bettini, e ferrari, p samarati",1996,supporting periodic authorizations and temporal reasoning in database access control,"e bertino, c bettini, e ferrari, p samarati",1996,1
5792,5792,journals/sigmod/ArenasKKKMM03,rl50qPw8UaEJ,the hyperion project: from data integration to data coordination,"m arenas, v kantere, a kementsietsidis, i kiringa, r miller, j mylopoulos",2003,the hyperion project: from data integration to data collection.,"m arenas, v kantere, a kementsietsidis, i kiringa, ",0,1
6536,6536,journals/sigmod/Franklin99,iDBvvrHwj7YJ,editor's notes,m franklin,1999,"b. j onsson, and d. kossmann. performance tradeoffs for client-server query processing",m franklin,0,0
8300,8300,journals/sigmod/Wu02,url:http://portal.acm.org/citation.cfm%3Fid%3D637411.637426%26dl%3DGUIDE%26dl%3DACM%26idx%3D637411%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,small worlds: the dynamics of networks between order and randomness - book review,,2002,small worlds: the dynamics of networks between order and randomness,"j wu, dj watts",2002,1
4556,4556,conf/vldb/Mohan02a,uCNkDoBniLgJ,an efficient method for performing record deletions and updates using index scans,c mohan,2002,state of the art in workflow management system research and products,c mohan,0,0
8733,8733,journals/tods/Snodgrass01,url:http://www.springerlink.com/index/M131V2216478525N.pdf,editorial,,2001,editorial,"j regnault, r temple",2001,0
2096,2096,conf/sigmod/OlstonJW03,D1h_jOHVyA4J,adaptive filters for continuous queries over distributed data streams,"c olston, j jiang, j widom",2003,adaptive filters for continuous queries over distributed data streams,"c olston, j jiang, j widom",2003,1
3759,3759,conf/vldb/GarofalakisI97,aCvCz2wg854J,parallel query scheduling and optimization with time- and space-shared resources,"m garofalakis, y ioannidis",1997,parallel query scheduling and optimization with timeand space-shared resources,"mn garofalakis, ye ioannidis",0,1
8652,8652,journals/tods/MamoulisP01,z9MQwq7G3GYJ,multiway spatial joins,"n mamoulis, d papadias",2001,integration of spatial join algorithms for processing multiple inputs,"n mamoulis, d papadias",1999,0
3997,3997,conf/vldb/HoskingC99,8Pt19BiLeHEJ,"pm3: an orthogonal persistent systems programming language - design, implementation, performance","a hosking, j chen",1999,"pm3: an orthogonal persistent systems programming language-design, implementation, performance","a hosking, j chen",1999,1
2908,2908,conf/vldb/AgrawalS94,RiQ-W5K0n6YJ,fast algorithms for mining association rules in large databases,"r agrawal, r srikant",1994,fast algorithms for mining association rules in databases,"r agrawal, r srikant",0,1
7213,7213,journals/sigmod/Liu03c,url:http://www.roc.noaa.gov/news/vol1is4.pdf,editor's notes,l liu,2003,editor's notes,nl smith,1981,0
8364,8364,journals/tods/BertinoBFS98,RLes3oK5dI0J,an access control model supporting periodicity constraints and temporal reasoning,"e bertino, c bettini, e ferrari, p samarati",1998,reasoning with temporall authorizations and periodicity constraints in database access control,"e bertino, c bettini, e ferrari, p samarati",0,0
116,116,conf/sigmod/AcharyaAFZ95,rO4-yA3tlfoJ,broadcast disks: data management for asymmetric communications environments,"s acharya, r alonso, m franklin, s zdonik",1995,broadcast disks: data management for asymmetric communication environments,"s acharya, r alonso, m franklin, s zdonik",1995,1
4664,4664,conf/vldb/NipplM98,g-zpzYjVMI8J,"topaz: a cost-based, rule-driven, multi-phase parallelizer","c nippl, b mitschang",1998,"topaz: a cost-based, rule-driven, multi-phase parallelizer","cn nm981, b mitschang",0,1
2318,2318,conf/sigmod/SaltenisJLL00,Klh7nU-G4-IJ,indexing the positions of continuously moving objects,"s saltenis, c jensen, s leutenegger, m lopez",2000,indexing the position of continuously moving points,"s saltenis, c jensen, s leutenegger, m lopez",0,1
8511,8511,journals/tods/FukudaMMT01,Y8UdbAPhYpUJ,data mining with optimized two-dimensional association rules,"t fukuda, y morimoto, s morishita, t tokuyama",2001,system for optimized numeric association rules,"t fukuda, y morimoto, s morishita, t tokuyama",0,0
51,51,conf/sigmod/2002,url:http://portal.acm.org/citation.cfm%3Fid%3D38713.38742,"proceedings of the 2002 acm sigmod international conference on management of data, madison, wisconsin, june 3-6, 2002",,2002,full text pdf format pdf (1.24 mb)source international conference on management of data archive,"h garcia-molina, k salem",1987,0
5687,5687,journals/sigmod/Aberer02c,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959078%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,book review column,k aberer,2002,book review column,bd davison,2003,0
4958,4958,conf/vldb/SavasereON95,2VdxGfQWZMkJ,an efficient algorithm for mining association rules in large databases,"a savasere, e omiecinski, s navathe",1995,efficient mining of association rules in distributed databases,"dw cheung, vt ng, aw fu",1996,0
3791,3791,conf/vldb/Gibbons01,tYtl6ZxQ-_YJ,distinct sampling for highly-accurate answers to distinct values queries and event reports,p gibbons,2001,distinct sampling for highly-accurate answers to distinct values queries and event reports,pb gibbons,2001,1
6729,6729,journals/sigmod/Han98,Y0GdVVrbzfQJ,towards on-line analytical mining in large databases,j han,1998,towards on-line analytical mining in large databases,j han,1998,1
8071,8071,journals/sigmod/Widom95,url:http://portal.acm.org/citation.cfm%3Fid%3D219713%26dl%3DGUIDE%26dl%3DACM%26type%3Dissue%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,editor's notes,j widom,1995,source acm sigmod record archive,j widom,1995,0
6407,6407,journals/sigmod/Franklin00b,dO8czlfdENQJ,editor's notes,m franklin,2000,editor's notes,rh silkman,0,0
903,903,conf/sigmod/DeshpandeNGS03a,pF6EW_yKYyYJ,irisnet: internet-scale resource-intensive sensor services,"a deshpande, s nath, p gibbons, s seshan",2003,irisnet: an architecture for internet-scale sensing services,"s nath, a deshpande, y ke, pb gibbons, b karp, s  ",2003,1
2849,2849,conf/vldb/AgrawalCN00,2Ua-pWTof_YJ,automated selection of materialized views and indexes in sql databases,"s agrawal, s chaudhuri, v narasayya",2000,materialized view and index selection tool for microsoft sql server 2000,"s agrawal, s chaudhuri, v narasayya",2001,0
5110,5110,conf/vldb/SeshadriLR97,jSAtXghimR0J,the case for enhanced abstract data types,"p seshadri, m livny, r ramakrishnan",1997,"the case for enhanced abstract data types, 1997","p seshadri, m livny, r ramakrishnan",0,1
6816,6816,journals/sigmod/Huyn01,KNYDz76C_HsJ,data analysis and mining in the life sciences,n huyn,2001,data analysis and mining in the life sciences,n huyn,2001,1
1910,1910,conf/sigmod/Mohan01,eyxIItge9MQJ,application servers: born-again tp monitors for the web? (panel abstract),c mohan,2001,tutorial: application servers and associated technologies,c mohan,2002,0
2839,2839,conf/vldb/AggarwalHWY03,ZFtAmPKKRBQJ,a framework for clustering evolving data streams,"c aggarwal, j han, j wang, p yu",2003,a framework for clustering evolving data streams,"c charu, h jia-wei",0,1
474,474,conf/sigmod/Bosworth03,WHGM-Bd3Y8cJ,the future of web services - i,a bosworth,2003,data routing rather than databases: the meaning of the next wave of the web revolution to data  ,a bosworth,0,0
782,782,conf/sigmod/ChooOLCGBPS96,5awQcPWFBrcJ,prospector: a content-based multimedia server for massively parallel architectures,"s choo, w o'connell, g linderman, h chen, k ganapathi, a biliris, e panagos, d schrader",1996,prospector: a content-based mutimedia object server for massively parallel architectures,"woâ??connell, it ieong, d schraderâ?¦",0,1
3407,3407,conf/vldb/ChaudhuriN97,hAqEljGAcFsJ,an efficient cost-driven index selection tool for microsoft sql server,"s chaudhuri, v narasayya",1997,an efficient cost-driven index selection tool for microsoft sql server,"s chaudhuri, v narasayya",1997,1
5877,5877,journals/sigmod/Bernstein98,fmfk1ihXFPkJ,repositories and object oriented databases,p bernstein,1998,"a note on theoretical problems in distributed database management, iv int",p bernstein,0,0
4338,4338,conf/vldb/LimWPVP02,F14Ab4viu0MJ,xpathlearner: an on-line self-tuning markov histogram for xml path selectivity estimation,"l lim, m wang, s padmanabhan, j vitter, r parr",2002,on-line selectivity estimation for xml path expressions using markov histograms,"l lim, m wang, s padmanabhan, js vitter, r parr",0,0
186,186,conf/sigmod/Aggarwal02,KLa8Evw3tzEJ,"hierarchical subspace sampling: a unified framework for high dimensional data reduction, selectivity estimation and nearest neighbor search",c aggarwal,2002,efficient search for approximate nearest neighbor in high dimensional spaces,"e kushilevitz, r ostrovsky, y rabani",0,0
3567,3567,conf/vldb/DavisonG94,fN8wW3Y4FJkJ,memory-contention responsive hash joins,"d davison, g graefe",1994,memory-contention responsive hash joins,"dl davison, g graefe",1994,1
5047,5047,conf/vldb/SellisRF97,RO5oBaYCifMJ,multidimensional access methods: trees have grown everywhere,"t sellis, n roussopoulos, c faloutsos",1997,the r+-tree: a dynamic index for multi-dimensional data,"t sellis, n roussopoulos, c faloutsos",0,0
4075,4075,conf/vldb/JagadishKMPSS98,TB8sxeXqHRQJ,optimal histograms with quality guarantees,"h jagadish, n koudas, s muthukrishnan, v poosala, k sevcik, t suel",1998,optimal histograms with quality guarantees,"smvpk sevcik, hv jagadish, n koudas, t suel",0,1
2092,2092,conf/sigmod/Ojjeh99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D304245%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,microsoft site server (commerce edition),b ojjeh,1999,microsoft site server (commerce edition),b ojjeh,0,1
6865,6865,journals/sigmod/KambhampatiK03,HOvgrl8NmmoJ,information integration on the web: a view from ai and databases (report on iiweb-03),"s kambhampati, c knoblock",2003,  and a. wolf. report from the nsf workshop on workflow and process automation in information systems,"a sheth, d georgakopoulos, s joosten",0,0
