,_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year,label
4770,4770,conf/vldb/PottingerL00,eXceb1SMqE4J,a scalable algorithm for answering queries using views,"r pottinger, a levy",2000,minicon. a scalable algorithm for answering queries using views,"r pttinger, a levy",0,1
3637,3637,conf/vldb/DuttaDMRT00,q0Ovw6QUk3MJ,demonstration: enabling scalable online personalization on the web,"k dutta, a datta, d vandermeer, k ramamritham, h thomas",2000,demonstration: enabling scalable online personalization on the web,k dutta,2000,1
1864,1864,conf/sigmod/MelnikRB03,ntcjTU3hQiUJ,rondo: a programming platform for generic model management,"s melnik, e rahm, p bernstein",2003,rondo: a programming platform for generic model management (extended version),"s melnik, e rahm, pa bernstein",0,1
3493,3493,conf/vldb/ChoenniV00,AzH6iBXLchQJ,design and implementation of a genetic-based algorithm for data mining,s choenni,2000,on the suitability of genetic-based algorithms for data mining,s choenni,0,0
5155,5155,conf/vldb/ShatdalKN94,27-P8X0mjfcJ,cache conscious algorithms for relational query processing,"a shatdal, c kant, j naughton",1994,cache conscious algorithms for relational query processing,"a shatdal, c kant, jf naughton",1994,1
5648,5648,journals/sigmod/Aberer02a,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D776994%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,book review column,k aberer,2002,book review column,d technologies,2003,0
3685,3685,conf/vldb/FlescaFM03,ErKiGeIHOx0J,on the minimization of xpath queries,"s flesca, f furfaro, e masciari",2003,meaningful change detection on the web,"s flesca, f furfaro, e masciari",0,0
8087,8087,journals/sigmod/Widom95a,hqDtMiCwjGoJ,editor's notes,j widom,1995,"trio: a system for integrated management of data, accuracy",j widom,0,0
7756,7756,journals/sigmod/SilberschatzSU96,_ZsI_bVIJMwJ,database research: achievements and opportunities into the 21st century,"a silberschatz, m stonebraker, j ullman",1996,database research: achievements and opportunities into the 21st century,"a silberschatz, m stonebraker, j ullman",1996,1
2739,2739,conf/sigmod/ZhangRL96,Q4JDSTBf5_oJ,birch: an efficient data clustering method for very large databases,"t zhang, r ramakrishnan, m livny",1996,"m., l.:â?? birch: an efficient data clustering method for very large databasesâ??","t zhang, r ramakrishnan",0,1
6405,6405,journals/sigmod/Franklin00b,_SsvlmhsusEJ,editor's notes,m franklin,2000,editor's notes,ja neff,0,0
2414,2414,conf/sigmod/ShklarSKT95,8syHa0WrIW0J,infoharness: a system for search and retrieval of heterogeneous information,"l shklar, a sheth, v kashyap, s thatte",1995,construction of a dynamic thesaurus and its use for associative information retrieval,"h kimoto, t iwadera",0,0
5632,5632,journals/sigmod/Aberer02a,6MY_fFzgHtgJ,book review column,k aberer,2002,"report on the first international conference on ontologies, databases and applications of semantics  ",k aberer,2003,0
1818,1818,conf/sigmod/MaddenFHH03,Ga3HeQmt9NEJ,the design of an acquisitional query processor for sensor networks,"s madden, m franklin, j hellerstein, w hong",2003,tinydb: an acquisitional query processing system for sensor networks,"sr madden, mj franklin, jm hellerstein, w hong",2005,0
836,836,conf/sigmod/Cotton02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D564792%26type%3Dpdf,implementing xquery,p cotton,2002,implementing xquery,p cotton,0,1
9076,9076,journals/vldb/ClaussenKKW00,DSF-ukHbE64J,exploiting early sorting and early partitioning for decisionsupport query processing,"j clauï¿½en, a kemper, d kossmann, c wiesner",2000,exploiting early sorting and early partitioning for decision support query processing,"j claussen, a kemper, d kossmann, c wiesner",2000,1
8939,8939,journals/vldb/AtluriJY03,N4nyJ3C99iMJ,guest editorial,,2003,guest editorial,kn ngan,0,0
1476,1476,conf/sigmod/IvesFFLW99,yrnhcMqsUVoJ,an adaptive query execution system for data integration,"z ives, d florescu, m friedman, a levy, d weld",1999,an adaptive query execution system for data integration,"zg ives, d florescu, m friedman, a levy, ds weld",1999,1
5401,5401,conf/vldb/VorugantiOU99,nlwMBvJt988J,an adaptive hybrid server architecture for client caching odbmss,"k voruganti, m ï¿½zsu, r unrau",1999,an adaptive hybrid server architecture for client caching object dbmss,k voruganti,0,1
2861,2861,conf/vldb/AgrawalK02,4weou-KgkM8J,watermarking relational databases,"r agrawal, j kiernan",2002,watermarking relational databases,"r agrawal, j kiernan",2002,1
5209,5209,conf/vldb/SkubiszewskiV97,MJAw_2C6ErAJ,concurrent garbage collection in o2,"m skubiszewski, p valduriez",1997,concurrent garbage collection in o2,"m skubiszewski, p valduriez",1997,1
8050,8050,journals/sigmod/Widom94,url:http://portal.acm.org/citation.cfm%3Fid%3D233269%26dl%3DGUIDE%26dl%3DGUIDE%26type%3Dproceeding%26idx%3D233269%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Conference%2520on%2520Management%2520of%2520Data%2520and%2520Symposium%2520on%2520Principles%2520of%2520Database%2520Systems%26CFID%3D11111111%26CFTOKEN%3D2222222,research issues in active database systems: report from the closing panel at ride-ads '94,j widom,1994,source international conference on management of data archive,j widom,1996,0
3549,3549,conf/vldb/Cuppens96,8_HtXom0CVgJ,querying a multilevel database: a logical analysis,f cuppens,1996,querying a multilevel database: a logical analysis,f cuppens,1996,1
6708,6708,journals/sigmod/Hammer00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D601859%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,treasurer's message,,2000,treasurer's message,j hammer,2000,1
7399,7399,journals/sigmod/PapianiWDN99,B6VrWVBMItAJ,"a distributed scientific data archive using the web, xml and sql/med","m papiani, j wason, a dunlop, d nicole",1999,"an architecture for management of large, distributed, scientific data using sql/med and xml.","m papiani, j wason, da nicole",0,0
2186,2186,conf/sigmod/PolyzotisG02,obfTDYVJb4gJ,statistical synopses for graph-structured xml databases,"n polyzotis, m garofalakis",2002,statistical synopses for graph-structured xml databases,"n polyzotis, mn garofalakis",2002,1
6179,6179,journals/sigmod/DogacAOD95,oUOuTMrB0esJ,implementation aspects of an object-oriented dbms,"a dogac, m altinel, c ozkan, i durusoy",1995,implementation aspects of an object-oriented dbms,"a dogac, m altinel, c ozkan, i durusoy",1995,1
1283,1283,conf/sigmod/GuhaRS98,LoR0K8QRGkgJ,cure: an efficient clustering algorithm for large databases,"s guha, r rastogi, k shim",1998,"an efficient clustering algorithm for large data bases, sigmod 1998","s guha, r rastogi, a cure",0,1
8005,8005,journals/sigmod/TsotrasK96,url:http://www.springerlink.com/index/MG76EHFRC3CMWL1X.pdf,temporal database bibliography update,"v tsotras, a kumar",1996,temporal database bibliography update,"acms record, s record",1982,1
1590,1590,conf/sigmod/KiepuszewskiMO98,DDxRgcJirBMJ,flowback: providing backward recovery for workflow systems,"b kiepuszewski, r mï¿½hlberger, m orlowska",1998,"flowback: providing backward recovery for workflow management systems, distributed systems  ","b kiepuszewski, r muhlberger, m orlowska",0,1
8147,8147,journals/sigmod/Widom96a,url:http://portal.acm.org/citation.cfm%3Fid%3D233269%26dl%3DGUIDE%26dl%3DGUIDE%26type%3Dproceeding%26idx%3D233269%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Conference%2520on%2520Management%2520of%2520Data%2520and%2520Symposium%2520on%2520Principles%2520of%2520Database%2520Systems%26CFID%3D11111111%26CFTOKEN%3D2222222,editor's notes,j widom,1996,source international conference on management of data archive,j widom,1996,0
1184,1184,conf/sigmod/GoldmanW00,esV7sy65aS4J,wsq/dsq: a practical approach for combined querying of databases and the web,"r goldman, j widom",2000,a practical guide to the design of differential files for recovery of on-line databases,"h aghili, dg severance",1982,0
8976,8976,journals/vldb/Baumann94,Yt2teTXOkpgJ,management of multidimensional discrete data,p baumann,1994,an algebra for domain-independent array management in databases,p baumann,0,0
439,439,conf/sigmod/BlottRS96,4aSEl4haaq4J,an open storage system for abstract objects,"s blott, l relly, h schek",1996,an open storage system for abstract objects,"s blott, l relly, hj schek",0,1
7208,7208,journals/sigmod/Liu03c,p0QHT_9_NSkJ,editor's notes,l liu,2003,editor's notes,"dj rog, d fournier",0,0
3054,3054,conf/vldb/AshwinRSSS97,JB684f38DiwJ,garbage collection in object oriented databases using transactional cyclic reference counting,"s ashwin, p roy, s seshadri, a silberschatz, s sudarshan",1997,garbage collection in object oriented databases using transactional cyclic reference counting,s sudarshanl,0,1
1873,1873,conf/sigmod/MiloAABN03,fHp5E4Rxt7cJ,exchanging intensional xml data,"t milo, s abiteboul, b amann, o benjelloun, f ngoc",2003,exchanging intensional xml data,"t milo, s abiteboul, b amann, o benjelloun, fd  ",2005,1
746,746,conf/sigmod/ChenJDTW00,EKNLKC2nEGwJ,niagaracq: a scalable continuous query system for internet databases,"j chen, d dewitt, f tian, y wang",2000,wangy (2000) niagaracq: a scalable continuous query system for internet databases,"j chen, dt dewitt, f tian",0,1
5878,5878,journals/sigmod/Bernstein98,gKdxwCWE4ssJ,repositories and object oriented databases,p bernstein,1998,"et. ai.,&quot; implementing recoverable queues",p bernstein,0,0
5259,5259,conf/vldb/SrinivasaK03,hPsx3cgupkIJ,a platform based on the multi-dimensional data model for analysis of bio-molecular structures,"s srinivasa, s kumar",2003,formal analysis of models for the dynamics of trust based on experiences,"cm jonker, j treur",1999,0
5650,5650,journals/sigmod/Aberer02b,2r6t9GEZb28J,book review column,k aberer,2002,special issue on peer to peer data management,k aberer,0,0
3803,3803,conf/vldb/GingrasL98,9rJeZSGswxYJ,nd-sql: a multi-dimensional language for interoperability and olap,"f gingras, l lakshmanan",1998,nd-sql: a multi-dimensional language for interoperability and olap,"f gingras, lvs lakshmanan",1998,1
8458,8458,journals/tods/CliffordC94,l4zJZIJGgyQJ,on completeness of historical relational query languages,"j clifford, a croker, a tuzhilin",1994,on completeness of historical query languages,"j clifford, a croker, a tuzhilin",0,1
799,799,conf/sigmod/ChristophidesCS00,DqHBAYRAtyIJ,on wrapping query languages and efficient xml integration,"v christophides, s cluet, j simï¿½on",2000,on wrapping query languages and efficient xml integration,"v christophides, s cluet, j simã¨on",2000,1
743,743,conf/sigmod/ChenGM01,dyXJODAynUgJ,improving index performance through prefetching,"s chen, p gibbons, t mowry",2001,improving index performance through prefetching,"c shimim, pb gibbons, tc mowny",0,1
4028,4028,conf/vldb/Huyn97,I2Md2kGPQ6cJ,multiple-view self-maintenance in data warehousing environments,n huyn,1997,eâ? cient view self-maintenance,n huyn,0,0
7232,7232,journals/sigmod/LometBCLN98,hvMTb3FYOjQJ,the microsoft database research group,"d lomet, r barga, s chaudhuri, p larson, v narasayya",1998,random sampling for histogram construction: how much is enough?,"s chaudhuri, r motwani, v narasayya",1998,0
1030,1030,conf/sigmod/FernandezS96,lMKrltuk53EJ,the ins and outs (and everthing in between) of data warehousing,,1996,the ins and outs of data warehousing,d schneider,0,1
8162,8162,journals/sigmod/Widom96b,url:http://doi.wiley.com/10.1002/ev.1658,editor's notes,jennifer widom,1996,editor's notes,l sechrest,1993,0
2738,2738,conf/sigmod/ZhangRL96,PdBcau_cG-AJ,birch: an efficient data clustering method for very large databases,"t zhang, r ramakrishnan, m livny",1996,ã¢â?¬â?¢ birch: an efficient data clustering method for very large databasesã¢â?¬â?¢,"t zhang, r ramakrishnan, m linvy",0,1
501,501,conf/sigmod/Brewer98,k4UNrsGeUuAJ,delivering high availability for inktomi search engines,e brewer,1998,delivering high availability for inktomi search engines,ea brewer,1998,1
3043,3043,conf/vldb/AndreiV01,Ms4IJoI6-34J,user-optimizer communication using abstract plans in sybase ase,"m andrei, p valduriez",2001,user-optimizer communication using abstract plans in sybase ase,m andrei,2001,1
2417,2417,conf/sigmod/ShklarSKT95,Bp69wMYw9DAJ,infoharness: a system for search and retrieval of heterogeneous information,"l shklar, a sheth, v kashyap, s thatte",1995,a multidatabase system for tracking and retrieval of financial data,"m cochinwala, j bradley",1994,0
8400,8400,journals/tods/ChakrabartiKMP02,VrMg0lwPpO4J,locally adaptive dimensionality reduction for indexing large time series databases,"k chakrabarti, e keogh, s mehrotra, m pazzani",2002,grid-based indexing for large time series databases,"j an, h chen, k furuse, n ohbo, e keogh",0,0
8962,8962,journals/vldb/Barbara-MillaG94,mFHdV09MfG8J,the demarcation protocol: a technique for maintaining constraints in distributed database systems,"d barbarï¿½, h garcia-molina",1994,  protocol: a technique for maintaining linear arithmetic constraints in distributed database systems,", h garcia-molina",0,1
4082,4082,conf/vldb/JagadishMN99,RPWDtUmq6_QJ,semantic compression and pattern extraction with fascicles,"h jagadish, j madar, r ng",1999,semantic compression and pattern extraction with fascicles,"hv jagadish, j madar, rt ng",1999,1
388,388,conf/sigmod/BerchtoldK97,lYpquDAEzrIJ,s3: similarity search in cad database systems,"s berchtold, h kriegel",1997,s3: similarity search in cad database systems,hpbs kriegel,0,1
5706,5706,journals/sigmod/Aberer03b,7CLhi_LOtoUJ,book review column,k aberer,2003,special section on advanced xml data processing,k aberer,0,0
3689,3689,conf/vldb/FlodinR95,7yG7aZ_fW6YJ,processing object-oriented queries with invertible late bound functions,"s flodin, t risch",1995,processing object-oriented queries with invertible late,b functions,0,0
3187,3187,conf/vldb/BettiniJWW02,ghIMekzCkMQJ,provisions and obligations in policy management and security applications,"c bettini, s jajodia, x wang, d wijesekera",2002,provisions and obligations in policy management and security applications,"c bettini, s jajodia, xs wang, d wijesekera",2002,1
2511,2511,conf/sigmod/Stonebraker98,_CGWFOx5yt0J,are we working on the right problems? (panel),m stonebraker,1998,visionary: a next generation visualization system for databases,m stonebraker,0,0
7019,7019,journals/sigmod/LenzVJS03,6MY_fFzgHtgJ,report on the 5th international workshop on the design and management of data warehouses (dmdw'03),,2003,"report on the first international conference on ontologies, databases and applications of semantics  ",k aberer,2003,0
4611,4611,conf/vldb/MorimotoIM97,kGB3pezWy-MJ,efficient construction of regression trees with range and region splitting,"y morimoto, h ishii, s morishita",1997,efficient construction of regression trees with range and region splitting,"m yasuhiko, i hiromu, m shinichi",1997,1
5117,5117,conf/vldb/ShaferA97,iU7EJFViYvgJ,parallel algorithms for high-dimensional similarity joins for data mining applications,"j shafer, r agrawal",1997,andm. mehta. sprint: ascalableparallel classifier fordata mining. in 22 nd,"j shafer, r agrawal",0,0
8516,8516,journals/tods/FukudaMMT01,lmXiI4fB9vgJ,data mining with optimized two-dimensional association rules,"t fukuda, y morimoto, s morishita, t tokuyama",2001,"data mining using two-dimensional optimized association rules: scheme, algorithms, and visualization ","t fukuda, y morimoto, s morishita, t tokuyama",1996,1
484,484,conf/sigmod/BozkayaO97,37lliRw_cOQJ,distance-based indexing for high-dimensional metric spaces,"t bozkaya, z ï¿½zsoyoglu",1997,m.(1997). distance-based indexing for high-dimensional metric spaces,to bozkaya,0,1
8870,8870,journals/vldb/AlbanoGO95,_tswCGHoswMJ,fibonacci: a programming language for object databases,"a albano, g ghelli, r orsini",1995,fibonacci: a programming language for object databases,"a albano, g ghelli, r orsini",1995,1
8904,8904,journals/vldb/ApersCS02,url:http://www.springerlink.com/index/RV67P1J713229350.pdf,editorial,,2002,editorial,p willis,2000,0
1150,1150,conf/sigmod/GibbonsM98,MgKwmPMZT2MJ,new sampling-based summary statistics for improving approximate query answers,"p gibbons, y matias",1998,statistics for improving approximate query answers proc. of the conference on managment of data ( ,"pb gibbons, ymnsb summary",0,0
7590,7590,journals/sigmod/RossAKSSY00,tOa0zXK5Ba4J,reminiscences on influential papers,,2000,reminiscences on influential papers,ka ross,2002,0
227,227,conf/sigmod/AgrawalGGR98,1rW7ao6gK-QJ,automatic subspace clustering of high dimensional data for data mining applications,"r agrawal, j gehrke, d gunopulos, p raghavan",1998,automatic subspace clustering of high dimensional data for data mining applications,"r agarwal, j gehrke, d gunopolos, p raghavan",0,1
1636,1636,conf/sigmod/KotidisR99,5sb4hr4Ton0J,dynamat: a dynamic view management system for data warehouses,"y kotidis, n roussopoulos",1999,dynamat: a dynamic view management system for warehouse,"n russopoulos, y kotidis",0,1
8337,8337,journals/tods/AikenHW95,U8ZlWhxgtxYJ,static analysis techniques for predicting the behavior of active database rules,"a aiken, j hellerstein, j widom",1995,static analysis techniques for predicting the behavior of active database rules â??,"jm hellerstein, j widom",1995,1
4336,4336,conf/vldb/LifantsevC02,gPvyDDUyrg4J,i/o-conscious data preparation for large-scale web search engines,"m lifantsev, t chiueh",2002,i/o-conscious data preparation for large-scale web search engines,"m lifantsev, t chiueh",2002,1
4759,4759,conf/vldb/PoosalaI97,negC_a7QQnMJ,selectivity estimation without the attribute value independence assumption,"v poosala, y ioannidis",1997,selectivity estimation without the attribute value independence assumption,"v poosala, ye ioannidis",1997,1
6299,6299,journals/sigmod/Etzion99,url:http://portal.acm.org/citation.cfm%3Fid%3D640990.641003%26dl%3Dportal%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,report on ngits'99: the 4th international workshop on next generation information technologies and systems,,1999,report on the first international workshop on efficient web-based information systems,"z lacroix, o boucelma",2003,0
1349,1349,conf/sigmod/HanFHCC94,dvmROCT52KoJ,dblearn: a system prototype for knowledge discovery in relational databases,"j han, y fu, y huang, y cai, n cercone",1994,dblearn: a system prototype for knowledge discovery in relational databases (system demonstration),"j han, y fu, y huang, y cai, n cercone",0,1
2314,2314,conf/sigmod/Sahuguet01,PAcS8vELrawJ,"\kweelt: more than just \""\""yet another framework to query xml!\""\""\""""",a sahuguet,2001,fa: building light-weight wrappers for legacy web datasources using w4f,a sahuguet,0,0
6678,6678,journals/sigmod/GruenwaldBDGSSV99,url:http://portal.acm.org/citation.cfm%3Fid%3D333607.333616%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,database research at the university of oklahoma,"l gruenwald, l brown, r dirckze, s guinepain, c sï¿½nchez, b summers, s vanichayobon",1999,database research at the university of oklahoma,"l brown, r dirckze, s guinepain, c sanchez, b  ",1999,1
5026,5026,conf/vldb/SchmidtWKCMB02,CvGGYMrKR2sJ,xmark: a benchmark for xml data management,"a schmidt, f waas, m kersten, m carey, i manolescu, r busse",2002,xmark: a benchmark for xml data management,"a schmidt, f waas, ml kersten, mj carey, i  ",2002,1
5032,5032,conf/vldb/Schoning98,HEJ1Z4Q_xXMJ,the adabas buffer pool manager,h schï¿½ning,1998,the adabas buffer pool manager,h schoning,0,1
5934,5934,journals/sigmod/BuchnerM98,4J5CvdomBmsJ,discovering internet marketing intelligence through online analytical web usage mining,"a bï¿½chner, m mulvenna",1998,discovering internet marketing intelligence through online analytical web usage mining,"ag buechner, md mulvenna",1998,1
6464,6464,journals/sigmod/Franklin97b,url:http://doi.wiley.com/10.1002/ev.1658,editor's notes,m franklin,1997,editor's notes,l sechrest,1993,0
2462,2462,conf/sigmod/SrikantA96,o8sObeHIA40J,mining quantitative association rules in large relational tables,"r srikant, r agrawal",1996,r. agrawal mining quantitative association rules in large relational tables,r srikant,0,1
2686,2686,conf/sigmod/WynblattN01,sIKCC5O8RXQJ,the network is the database: data management for highly distributed systems,"j navas, m wynblatt",2001,on the design of a reliable storage component for distributed database management systems,"da menasce, oe landes",0,0
3985,3985,conf/vldb/HelmerWM98,5ipPVLRhDqoJ,diag-join: an opportunistic join algorithm for 1:n relationships,"s helmer, t westmann, g moerkotte",1998,diag-join: an opportunistic join algorithm for 1: n relationships,"s helmer, t westmann, g moerkotte",1998,1
8624,8624,journals/tods/Lerner00,ToK56hJPQvUJ,a model for compound type changes encountered in schema evolution,b lerner,2000,a model for schema evolution in object-oriented database systems,s monk,0,0
1328,1328,conf/sigmod/HammerGNYBV97,lmhkvir9Z84J,template-based wrappers in the tsimmis system,"j hammer, h garcia-molina, s nestorov, r yerneni, m breunig, v vassalos",1997,"vassalos, template-based wrappers in the tsimmis system, ht tp://wwwdb","j hammer, h garcia-molina, s nestorov, r yerneni,  ",0,1
6174,6174,journals/sigmod/Dogac98,dNM-avLn230J,guest editor's introduction,,1998,guest editor's introduction,portal.acm.org,0,0
7533,7533,journals/sigmod/ReichB98,ZqFPwDkLN7oJ,a componentized architecture for dynamic electronic markets,"b reich, i ben-shaul",1998,a componentized architecture for dynamic electronic markets.,acms anthology,1998,1
9138,9138,journals/vldb/FiletoLPAM03,VWbm4EeeFNMJ,poesia: an ontological workflow approach for composing web services in agriculture,"r fileto, l liu, c pu, e assad, c medeiros",2003,poesia: an ontological workflow approach for composing web services in agriculture,"r fileto, l liu, c pu, ed assad, cb medeiros",2003,1
1528,1528,conf/sigmod/KanthAS98,LiDZgaWIzIEJ,dimensionality reduction for similarity searching in dynamic databases,"k kanth, d agrawal, a singh",1998,dimensionality reduction for fast similarity search in large time series databases,"e keogh, k chakrabarti, m pazzani, s mehrotra",2001,0
848,848,conf/sigmod/CrescenziMM02,r3Td_K_A2J4J,roadrunner: automatic data extraction from data-intensive web sites,"v crescenzi, g mecca, p merialdo",2002,wrapper-oriented classification of web pages,"v crescenzi, g mecca, p merialdo",0,0
8019,8019,journals/sigmod/Vianu03,JgenqfLQC1UJ,a web odyssey: from codd to xml,v vianu,2003,a web odyssey: from codd to xml,v vianu,0,1
4187,4187,conf/vldb/KornSFSP96,51VkEWUxxLIJ,fast nearest neighbor search in medical image databases,"f korn, n sidiropoulos, c faloutsos, e siegel, z protopapas",1996,andz. protopapas. fast nearest neighbor search in medical image databases,"f korn, n sidiropoulos, c faloutsos, e siegel",0,1
4031,4031,conf/vldb/Huyn97,SbL4xw4mCewJ,multiple-view self-maintenance in data warehousing environments,n huyn,1997,scientific olap for the biotech domain,n huyn,2001,0
8006,8006,journals/sigmod/Ulusoy95,uMYecZGSCv4J,an annotated bibliography on real-time database systems,ï¿½ ulusoy,1995,an annotated bibliography on real-time database systems,o ulusoy,1995,1
6614,6614,journals/sigmod/GalianoM03,r2pbUMkXXHIJ,"review of data on the web: from relational to semistructured data and xml by serge abiteboul, peter buneman, and dan suciu. morgan kaufmann 1999",,2003,one-week survey of pain intensity on admission to and discharge from the emergency department: a  ,"cc johnston, aj gagnon, l fullerton, c common, m  ",1998,0
7008,7008,journals/sigmod/LaenderRST02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D565137%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,a brief survey of web data extraction tools,"a laender, b ribeiro-neto, a silva, j teixeira",2002,a brief survey of web data extraction tools,"as da silva, js teixeira",2002,1
996,996,conf/sigmod/FaloutsosRM94,AHu54TOP-eoJ,fast subsequence matching in time-series databases,"c faloutsos, m ranganathan, y manolopoulos",1994,fast subsequence matching in time-series databases,"c faloutsos, m ranganathan, y manolopoulos",0,1
8701,8701,journals/tods/Revesz98,dr8s9hbwjR0J,safe query languages for constraint databases,p revesz,1998,safe query languages for constraint databases,pz revesz,1998,1
7223,7223,journals/sigmod/Lomet01,xLM0YVcccUgJ,the evolution of effective b-tree: page organization and techniques: a personal account,d lomet,2001,b-tree page size when caching is considered,d lomet,1998,0
615,615,conf/sigmod/CatarciS94,-qsHBe_0vI4J,query by diagram: a graphical environment for querying databases,"t catarci, g santucci",1994,j. cardiff-graphical interaction with heterogeneous databases-,"t catarci, g santucci",0,0
7993,7993,journals/sigmod/TheodoridisN00,NegSmYlF-awJ,generating spatiotemporal datasets on the www,"y theodoridis, m nascimento",2000,generating spatiotemporal datasets on the www,"y theodoridos, m nascimento",0,1
4989,4989,conf/vldb/SavasereON95,cIJQ0qxrkMIJ,an efficient algorithm for mining association rules in large databases,"a savasere, e omiecinski, s navathe",1995,fast algorithms for mining association rules in large databases,"ra as941, r srikant",0,0
6315,6315,journals/sigmod/Fagin02,XcJrXoi5lcgJ,combining fuzzy information: an overview,r fagin,2002,extendible hashing-a fast access mechanism for dynamic files,r fagin,0,0
8014,8014,journals/sigmod/VelACM01,LseDURw3BXMJ,mining email content for author identification forensics,"o vel, a anderson, m corney, g mohay",2001,mining e-mau content for author identification forensics,"o de vel, a anderson, m corney, g mohay",2001,1
9346,9346,journals/vldb/MedjahedBBNE03,MAiPN83KwgIJ,business-to-business interactions: issues and enabling technologies,"b medjahed, b benatallah, a bouguettaya, a ngu, a elmagarmid",2003,elmagarmid ahmed k.. business-to-business interactions: issues and enabling technologies,"m brahim, b boualem, b athman, na hh",0,0
1523,1523,conf/sigmod/KalnisP01,-UHxodSX8oMJ,proxy-server architectures for olap,"p kalnis, d papadias",2001,proxy-server architectures for olap,"p kalnis, d papadias",0,1
775,775,conf/sigmod/ChoG00,s7K6rICx3fkJ,synchronizing a database to improve freshness,"j cho, h garcia-molina",2000,synchronizing a database to improve freshness,"j cho, h garcia-molina",0,1
5118,5118,conf/vldb/ShaferAM96,5HHRNLsy0sAJ,sprint: a scalable parallel classifier for data mining,"j shafer, r agrawal, m mehta",1996,sprint: a scalable parallel classifier for data mining,"j shafer, r agrawal, m mehta",1996,1
4597,4597,conf/vldb/MohaniaS94,JORYEDHKYSMJ,some issues in design of distributed deductive databases,"m mohania, n sarda",1994,some issues in design of distributed deductive databases,"mk mohania, nl sarda",1994,1
6556,6556,journals/sigmod/Franklin99a,ntqMqfgRXM4J,editor's notes,m franklin,1999,editor's notes,r goldstein,1996,0
2939,2939,conf/vldb/AgrawalS94,vT6v9qSkI2UJ,fast algorithms for mining association rules in large databases,"r agrawal, r srikant",1994,fast algorithems for association rules,"r agrawal, r srikant",0,1
3789,3789,conf/vldb/GhoshPSH02,2dlOojuSNeIJ,plan selection based on query clustering,"a ghosh, j parikh, v sengar, j haritsa",2002,plan selection based on query clustering,"a ghosh, j parikh, vs sengar, jr haritsa",2002,1
5585,5585,journals/sigmod/Aberer01,g2ZQ4_Qy228J,advanced xml data processing - guest editor's introduction,k aberer,2001,the prospects of publishing using advanced database concepts,k aberer,0,0
4494,4494,conf/vldb/Mohan01,BsLB7EI7oawJ,caching technologies for web applications,c mohan,2001,aries/im: an efficient and high concurrency index management method using write-ahead logging,c mohan,1992,0
602,602,conf/sigmod/CareyFZ94,_Dtj6cJQFAQJ,fine-grained sharing in a page server oodbms,"m carey, m franklin, m zaharioudakis",1994,"fine-grained sharing in a page server oodbms,&quot; acm sigmod intl","m carey, mj franklin, m zaharioudakis",0,1
5544,5544,conf/vldb/ZemankovaI94,url:http://portal.acm.org/citation.cfm%3Fid%3D319684,scientific databases - state of the art and future directions,"m zemankova, y ioannidis",1994,multimedia access and retrieval (panel session): the state of the art and future directions,"g auffret, j foote, cs li, b shahraray, t syeda- ",1999,0
7597,7597,journals/sigmod/RossCGLLM01,CGvD6Du5kaoJ,reminiscences on influential papers,,2001,reminiscences on influential papers,r snodgrass,1976,0
6998,6998,journals/sigmod/LacroixB03,url:http://portal.acm.org/citation.cfm%3Fid%3D344816.344820%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,report on the first international workshop an efficient web-based information systems,,2003,report on ngits'99: the fourth international workshop on next generation information technologies  ,o etzion,1999,0
2538,2538,conf/sigmod/SzalayGKT00,zxOI0ZD8jeIJ,designing and mining multi-terabyte astronomy archives: the sloan digital sky survey,"a szalay, p kunszt, a thakar, j gray, d slutz",2000," , and gray, j.: designing and mining multi-terabyte astronomy archives: the sloan digital sky survey","as szalay, pt kunszt",0,1
6767,6767,journals/sigmod/HasselbringHHKRRS00,ZLUgwbg5PPAJ,"research and practice in federated information systems, report of the efis '2000 international workshop",,2000,"report on the workshop on metadata management in grid and peer-to-peer systems, london, december 16  ","k keenoy, a poulovassilis, v christophides, g  ",2004,0
